type,time,price,position,balance,pnl,win,win_streak,lose_streak,month
entry,2024-12-11 08:31:00,98070.18,long,10000.0,0.0,False,0,1,2024-12
exit,2024-12-11 08:33:00,98052.83,long,9998.230858758494,-0.0001769141241506622,False,0,2,2024-12
entry,2024-12-11 10:50:00,98240.19,long,9998.230858758494,0.0,False,0,3,2024-12
exit,2024-12-11 10:52:00,98204.0,long,9994.547682099548,-0.0003683828380217635,False,0,4,2024-12
entry,2024-12-11 13:30:00,98715.73,long,9994.547682099548,0.0,False,0,5,2024-12
exit,2024-12-11 13:34:00,98783.99,long,10001.4587166913,0.0006914804763131777,True,1,0,2024-12
entry,2024-12-12 16:01:00,102007.99,long,10001.4587166913,0.0,False,0,1,2024-12
exit,2024-12-12 16:03:00,102088.01,long,10009.304344533879,0.0007844483554668713,True,1,0,2024-12
entry,2024-12-13 11:25:00,100628.4,long,10009.304344533879,0.0,False,0,1,2024-12
exit,2024-12-13 11:27:00,100573.97,long,10003.890302022293,-0.0005409009782525454,False,0,2,2024-12
entry,2024-12-14 01:00:00,101590.02,long,10003.890302022293,0.0,False,0,3,2024-12
exit,2024-12-14 01:05:00,102020.0,long,10046.231791393628,0.004232502365882018,True,1,0,2024-12
entry,2024-12-14 19:30:00,101347.99,long,10046.231791393628,0.0,False,0,1,2024-12
exit,2024-12-14 19:32:00,101304.72,long,10041.942604705133,-0.00042694482643423903,False,0,2,2024-12
entry,2024-12-15 04:15:00,102316.04,long,10041.942604705133,0.0,False,0,3,2024-12
exit,2024-12-15 04:19:00,102480.01,long,10058.035656477794,0.001602583524538348,True,1,0,2024-12
entry,2024-12-15 04:21:00,102652.0,long,10058.035656477794,0.0,False,0,1,2024-12
exit,2024-12-15 04:23:00,102675.99,long,10060.386241711389,0.0002337022171998715,True,1,0,2024-12
entry,2024-12-15 17:38:00,103139.99,long,10060.386241711389,0.0,False,0,1,2024-12
exit,2024-12-15 17:41:00,103214.42,long,10067.646224458822,0.0007216405586232266,True,1,0,2024-12
entry,2024-12-15 23:05:00,103676.13,long,10067.646224458822,0.0,False,0,1,2024-12
exit,2024-12-15 23:09:00,103547.98,long,10055.202001630823,-0.0012360607981800609,False,0,2,2024-12
entry,2024-12-16 00:30:00,105708.01,long,10055.202001630823,0.0,False,0,3,2024-12
exit,2024-12-16 00:32:00,105656.09,long,10050.263245448348,-0.000491164293036972,False,0,4,2024-12
entry,2024-12-16 18:23:00,107656.0,long,10050.263245448348,0.0,False,0,5,2024-12
exit,2024-12-16 18:25:00,107550.0,long,10040.367578657668,-0.000984617671100474,False,0,6,2024-12
entry,2024-12-18 09:05:00,104053.89,long,10040.367578657668,0.0,False,0,7,2024-12
exit,2024-12-18 09:08:00,104095.57,long,10044.389365067369,0.00040056167049606906,True,1,0,2024-12
entry,2024-12-20 13:30:00,94789.44,long,10044.389365067369,0.0,False,0,1,2024-12
exit,2024-12-20 13:36:00,95256.0,long,10093.828525190751,0.004922067268252617,True,1,0,2024-12
entry,2024-12-23 10:19:00,96260.87,long,10093.828525190751,0.0,False,0,1,2024-12
exit,2024-12-23 10:21:00,96210.71,long,10088.56879256187,-0.0005210840084864943,False,0,2,2024-12
entry,2024-12-23 12:49:00,96344.07,long,10088.56879256187,0.0,False,0,3,2024-12
exit,2024-12-23 12:51:00,96377.0,long,10092.017023162247,0.00034179581576720963,True,1,0,2024-12
entry,2024-12-23 22:58:00,95104.24,long,10092.017023162247,0.0,False,0,1,2024-12
exit,2024-12-23 23:01:00,95223.32,long,10104.653235670945,0.0012520998012286455,True,1,0,2024-12
entry,2024-12-25 12:44:00,98529.8,long,10104.653235670945,0.0,False,0,1,2024-12
exit,2024-12-25 12:46:00,98243.82,long,10075.324761114647,-0.0029024721454827818,False,0,2,2024-12
entry,2024-12-25 22:30:00,98836.78,long,10075.324761114647,0.0,False,0,3,2024-12
exit,2024-12-25 22:33:00,98938.58,long,10085.70215362664,0.0010299809443408137,True,1,0,2024-12
entry,2024-12-27 09:05:00,96990.99,long,10085.70215362664,0.0,False,0,1,2024-12
exit,2024-12-27 09:08:00,97097.04,long,10096.729865720228,0.0010934005313276707,True,1,0,2024-12
entry,2024-12-28 14:16:00,95103.02,long,10096.729865720228,0.0,False,0,1,2024-12
exit,2024-12-28 14:18:00,95142.39,long,10100.909630514378,0.00041397213253580034,True,1,0,2024-12
entry,2024-12-28 22:52:00,95532.0,long,10100.909630514378,0.0,False,0,1,2024-12
exit,2024-12-28 22:54:00,95407.74,long,10087.771215839843,-0.0013007159904534493,False,0,2,2024-12
entry,2024-12-29 14:01:00,95055.08,long,10087.771215839843,0.0,False,0,3,2024-12
exit,2024-12-29 14:06:00,95219.18,long,10105.186416127077,0.0017263674913532423,True,1,0,2024-12
entry,2024-12-29 17:10:00,94076.5,long,10105.186416127077,0.0,False,0,1,2024-12
exit,2024-12-29 17:12:00,94032.34,long,10100.442988893536,-0.0004694052180939101,False,0,2,2024-12
entry,2024-12-30 06:16:00,93894.55,long,10100.442988893536,0.0,False,0,3,2024-12
exit,2024-12-30 06:18:00,93850.0,long,10095.650647536608,-0.0004744684329387461,False,0,4,2024-12
entry,2024-12-31 04:04:00,92658.39,long,10095.650647536608,0.0,False,0,5,2024-12
exit,2024-12-31 04:07:00,92662.5,long,10096.09845506015,4.435647975320478e-05,True,1,0,2024-12
entry,2024-12-31 06:08:00,92757.57,long,10096.09845506015,0.0,False,0,1,2024-12
exit,2024-12-31 06:11:00,92880.07,long,10109.431836483842,0.0013206469294095857,True,1,0,2024-12
entry,2025-01-01 02:52:00,94080.0,long,10109.431836483842,0.0,False,0,1,2025-01
exit,2025-01-01 02:54:00,94040.01,long,10105.134683219163,-0.0004250637755102149,False,0,2,2025-01
entry,2025-01-01 03:43:00,93887.99,long,10105.134683219163,0.0,False,0,3,2025-01
exit,2025-01-01 03:45:00,93854.37,long,10101.516173247333,-0.0003580862685421682,False,0,4,2025-01
entry,2025-01-01 05:20:00,93758.74,long,10101.516173247333,0.0,False,0,5,2025-01
exit,2025-01-01 05:22:00,93707.33,long,10095.977287523541,-0.000548322215081054,False,0,6,2025-01
entry,2025-01-01 19:46:00,94623.99,long,10095.977287523541,0.0,False,0,7,2025-01
exit,2025-01-01 19:49:00,94742.42,long,10108.613264828677,0.0012515853537775623,True,1,0,2025-01
entry,2025-01-02 04:38:00,95658.22,long,10108.613264828677,0.0,False,0,1,2025-01
exit,2025-01-02 04:43:00,95915.99,long,10135.852923284321,0.0026946978524167164,True,1,0,2025-01
entry,2025-01-02 14:31:00,97044.98,long,10135.852923284321,0.0,False,0,1,2025-01
exit,2025-01-02 14:33:00,96658.62,long,10095.49959294781,-0.003981246634292668,False,0,2,2025-01
entry,2025-01-04 07:16:00,98341.09,long,10095.49959294781,0.0,False,0,3,2025-01
exit,2025-01-04 07:18:00,98252.24,long,10086.378429669741,-0.0009034880536710199,False,0,4,2025-01
entry,2025-01-04 20:00:00,98385.31,long,10086.378429669741,0.0,False,0,5,2025-01
exit,2025-01-04 20:02:00,98328.01,long,10080.504082330488,-0.0005824040194618574,False,0,6,2025-01
entry,2025-01-05 20:17:00,98331.14,long,10080.504082330488,0.0,False,0,7,2025-01
exit,2025-01-05 20:20:00,98536.77,long,10101.584424269467,0.0020911991867480495,True,1,0,2025-01
entry,2025-01-05 22:39:00,98717.59,long,10101.584424269467,0.0,False,0,1,2025-01
exit,2025-01-05 22:41:00,98647.32,long,10094.393827968512,-0.0007118285606444452,False,0,2,2025-01
entry,2025-01-06 01:53:00,98677.04,long,10094.393827968512,0.0,False,0,3,2025-01
exit,2025-01-06 01:56:00,98727.94,long,10099.60076005569,0.0005158241471370228,True,1,0,2025-01
entry,2025-01-06 14:48:00,100249.99,long,10099.60076005569,0.0,False,0,1,2025-01
exit,2025-01-06 14:50:00,100440.72,long,10118.815693174041,0.001902543830677672,True,1,0,2025-01
entry,2025-01-07 00:35:00,102687.21,long,10118.815693174041,0.0,False,0,1,2025-01
exit,2025-01-07 00:37:00,102442.23,long,10094.67532098442,-0.002385691460504269,False,0,2,2025-01
entry,2025-01-10 07:42:00,94895.11,long,10094.67532098442,0.0,False,0,3,2025-01
exit,2025-01-10 07:44:00,94811.12,long,10085.740700641922,-0.0008850824873906094,False,0,4,2025-01
entry,2025-01-10 17:56:00,95532.99,long,10085.740700641922,0.0,False,0,5,2025-01
exit,2025-01-10 17:59:00,95793.05,long,10113.196113966775,0.002722200990464163,True,1,0,2025-01
entry,2025-01-11 20:53:00,94648.34,long,10113.196113966775,0.0,False,0,1,2025-01
exit,2025-01-11 20:55:00,94637.12,long,10111.99725447913,-0.00011854407589195759,False,0,2,2025-01
entry,2025-01-12 03:00:00,94699.0,long,10111.99725447913,0.0,False,0,3,2025-01
exit,2025-01-12 03:02:00,94650.76,long,10106.846167904234,-0.0005094034783895696,False,0,4,2025-01
entry,2025-01-12 10:49:00,94033.02,long,10106.846167904234,0.0,False,0,5,2025-01
exit,2025-01-12 10:51:00,94023.86,long,10105.861633844837,-9.741258974760303e-05,False,0,6,2025-01
entry,2025-01-12 15:18:00,94938.29,long,10105.861633844837,0.0,False,0,7,2025-01
exit,2025-01-12 15:23:00,95272.74,long,10141.46271138099,0.0035228146620296386,True,1,0,2025-01
entry,2025-01-13 00:28:00,95373.34,long,10141.46271138099,0.0,False,0,1,2025-01
exit,2025-01-13 00:32:00,95734.82,long,10179.90045447471,0.003790157710739761,True,1,0,2025-01
entry,2025-01-14 00:18:00,94751.99,long,10179.90045447471,0.0,False,0,1,2025-01
exit,2025-01-14 00:22:00,94769.58,long,10181.790277041964,0.0001856425390116545,True,1,0,2025-01
entry,2025-01-14 06:58:00,95000.0,long,10181.790277041964,0.0,False,0,1,2025-01
exit,2025-01-14 07:01:00,95005.32,long,10182.360457297478,5.6000000000056005e-05,True,1,0,2025-01
entry,2025-01-14 08:05:00,95071.12,long,10182.360457297478,0.0,False,0,1,2025-01
exit,2025-01-14 08:14:00,95536.46,long,10232.199563171047,0.004894651498793756,True,1,0,2025-01
entry,2025-01-14 13:30:00,96930.0,long,10232.199563171047,0.0,False,0,1,2025-01
exit,2025-01-14 13:32:00,96800.01,long,10218.477458340585,-0.0013410708758898604,False,0,2,2025-01
entry,2025-01-15 04:00:00,97512.56,long,10218.477458340585,0.0,False,0,3,2025-01
exit,2025-01-15 04:04:00,97672.73,long,10235.261896514523,0.001642557635652242,True,1,0,2025-01
entry,2025-01-15 13:30:00,98151.97,long,10235.261896514523,0.0,False,0,1,2025-01
exit,2025-01-15 13:34:00,98561.7,long,10277.988434319714,0.004174444995856952,True,1,0,2025-01
entry,2025-01-15 19:57:00,99918.67,long,10277.988434319714,0.0,False,0,1,2025-01
exit,2025-01-15 19:59:00,99844.9,long,10270.400190733206,-0.0007383004597640852,False,0,2,2025-01
entry,2025-01-16 06:31:00,99847.44,long,10270.400190733206,0.0,False,0,3,2025-01
exit,2025-01-16 06:33:00,99785.41,long,10264.019727460125,-0.0006212477756064594,False,0,4,2025-01
entry,2025-01-16 10:23:00,99305.07,long,10264.019727460125,0.0,False,0,5,2025-01
exit,2025-01-16 10:25:00,99325.49,long,10266.13030734124,0.00020562897745302067,True,1,0,2025-01
entry,2025-01-16 23:11:00,100056.8,long,10266.13030734124,0.0,False,0,1,2025-01
exit,2025-01-16 23:13:00,99998.0,long,10260.097249497378,-0.0005876662055953608,False,0,2,2025-01
entry,2025-01-17 00:05:00,100116.22,long,10260.097249497378,0.0,False,0,3,2025-01
exit,2025-01-17 00:07:00,100130.13,long,10261.522772282204,0.00013893852564561548,True,1,0,2025-01
entry,2025-01-17 04:50:00,101312.84,long,10261.522772282204,0.0,False,0,1,2025-01
exit,2025-01-17 04:53:00,101413.82,long,10271.750583185,0.0009967147303344692,True,1,0,2025-01
entry,2025-01-17 07:11:00,101626.02,long,10271.750583185,0.0,False,0,1,2025-01
exit,2025-01-17 07:13:00,101579.33,long,10267.031437096932,-0.000459429583092974,False,0,2,2025-01
entry,2025-01-17 08:31:00,102023.22,long,10267.031437096932,0.0,False,0,3,2025-01
exit,2025-01-17 08:33:00,102027.99,long,10267.511462525996,4.675406245757685e-05,True,1,0,2025-01
entry,2025-01-17 17:25:00,105070.87,long,10267.511462525996,0.0,False,0,1,2025-01
exit,2025-01-17 17:28:00,104957.99,long,10256.480843916957,-0.0010743225025166003,False,0,2,2025-01
entry,2025-01-18 01:28:00,104616.06,long,10256.480843916957,0.0,False,0,3,2025-01
exit,2025-01-18 01:30:00,104476.23,long,10242.772014542146,-0.001336601665174575,False,0,4,2025-01
entry,2025-01-19 06:29:00,105308.37,long,10242.772014542146,0.0,False,0,5,2025-01
exit,2025-01-19 06:32:00,105268.58,long,10238.901857797166,-0.0003778427108878102,False,0,6,2025-01
entry,2025-01-19 17:50:00,105043.99,long,10238.901857797166,0.0,False,0,7,2025-01
exit,2025-01-19 17:52:00,105046.0,long,10239.097777551682,1.9134840555823374e-05,True,1,0,2025-01
entry,2025-01-20 09:06:00,108899.13,long,10239.097777551682,0.0,False,0,1,2025-01
exit,2025-01-20 09:08:00,108921.89,long,10241.237756681148,0.00020900075142926688,True,1,0,2025-01
entry,2025-01-21 17:47:00,106164.0,long,10241.237756681148,0.0,False,0,1,2025-01
exit,2025-01-21 17:50:00,106181.26,long,10242.902763309387,0.00016257865189706067,True,1,0,2025-01
entry,2025-01-23 14:31:00,103388.84,long,10242.902763309387,0.0,False,0,1,2025-01
exit,2025-01-23 14:36:00,104358.84,long,10339.002261866583,0.009382057096297913,True,1,0,2025-01
entry,2025-01-25 21:53:00,105072.27,long,10339.002261866583,0.0,False,0,1,2025-01
exit,2025-01-25 21:57:00,105048.72,long,10336.684966320698,-0.0002241314478120815,False,0,2,2025-01
entry,2025-01-26 03:02:00,104808.0,long,10336.684966320698,0.0,False,0,3,2025-01
exit,2025-01-26 03:04:00,104793.61,long,10335.265753124517,-0.00013729867949008323,False,0,4,2025-01
entry,2025-01-26 03:42:00,105026.8,long,10335.265753124517,0.0,False,0,5,2025-01
exit,2025-01-26 03:47:00,105152.03,long,10347.589134682974,0.0011923623303766728,True,1,0,2025-01
entry,2025-01-28 15:31:00,103681.05,long,10347.589134682974,0.0,False,0,1,2025-01
exit,2025-01-28 15:33:00,103593.53,long,10338.854452684021,-0.0008441272537267341,False,0,2,2025-01
entry,2025-01-29 05:06:00,102207.01,long,10338.854452684021,0.0,False,0,3,2025-01
exit,2025-01-29 05:11:00,102303.21,long,10348.585661906836,0.0009412270254263166,True,1,0,2025-01
entry,2025-01-29 05:35:00,102308.68,long,10348.585661906836,0.0,False,0,1,2025-01
exit,2025-01-29 05:37:00,102263.01,long,10343.96611342689,-0.00044639418669079056,False,0,2,2025-01
entry,2025-01-29 19:40:00,103781.82,long,10343.96611342689,0.0,False,0,3,2025-01
exit,2025-01-29 19:42:00,103320.01,long,10297.93736782538,-0.004449815969694959,False,0,4,2025-01
entry,2025-01-30 03:47:00,105110.75,long,10297.93736782538,0.0,False,0,5,2025-01
exit,2025-01-30 03:49:00,104977.95,long,10284.926652152175,-0.0012634292876799735,False,0,6,2025-01
entry,2025-01-30 14:49:00,105780.5,long,10284.926652152175,0.0,False,0,7,2025-01
exit,2025-01-30 14:53:00,105999.49,long,10306.21881930543,0.0020702303354589446,True,1,0,2025-01
entry,2025-02-03 14:31:00,95196.7,long,10306.21881930543,0.0,False,0,1,2025-02
exit,2025-02-03 14:35:00,95811.39,long,10372.766605584146,0.00645705155745957,True,1,0,2025-02
entry,2025-02-03 17:49:00,98606.01,long,10372.766605584146,0.0,False,0,1,2025-02
exit,2025-02-03 17:51:00,98655.64,long,10377.987386818832,0.000503316177178359,True,1,0,2025-02
entry,2025-02-04 14:32:00,99820.26,long,10377.987386818832,0.0,False,0,1,2025-02
exit,2025-02-04 14:35:00,100019.99,long,10398.752664536696,0.002000896411209707,True,1,0,2025-02
entry,2025-02-04 16:13:00,99777.15,long,10398.752664536696,0.0,False,0,1,2025-02
exit,2025-02-04 16:16:00,99679.23,long,10388.547463637376,-0.0009813870209763875,False,0,2,2025-02
entry,2025-02-04 18:40:00,99553.16,long,10388.547463637376,0.0,False,0,3,2025-02
exit,2025-02-04 18:42:00,99532.97,long,10386.44060160215,-0.0002028062193104585,False,0,4,2025-02
entry,2025-02-05 16:50:00,98104.35,long,10386.44060160215,0.0,False,0,5,2025-02
exit,2025-02-05 16:52:00,98151.98,long,10391.483254306684,0.00048550344607534157,True,1,0,2025-02
entry,2025-02-07 01:51:00,97010.16,long,10391.483254306684,0.0,False,0,1,2025-02
exit,2025-02-07 01:55:00,97611.6,long,10455.907987638433,0.006199762993896796,True,1,0,2025-02
entry,2025-02-07 11:51:00,97711.99,long,10455.907987638433,0.0,False,0,1,2025-02
exit,2025-02-07 11:53:00,97630.76,long,10447.215774883007,-0.0008313207007657475,False,0,2,2025-02
entry,2025-02-08 10:03:00,96255.21,long,10447.215774883007,0.0,False,0,3,2025-02
exit,2025-02-08 10:05:00,96212.05,long,10442.53133408397,-0.00044839131305196567,False,0,4,2025-02
entry,2025-02-08 18:28:00,96424.94,long,10442.53133408397,0.0,False,0,5,2025-02
exit,2025-02-08 18:32:00,96424.4,long,10442.47285370617,-5.600210899903146e-06,False,0,6,2025-02
entry,2025-02-09 01:25:00,96833.4,long,10442.47285370617,0.0,False,0,7,2025-02
exit,2025-02-09 01:27:00,96837.76,long,10442.94303426001,4.502578655718459e-05,True,1,0,2025-02
entry,2025-02-09 01:57:00,96970.4,long,10442.94303426001,0.0,False,0,1,2025-02
exit,2025-02-09 02:00:00,96964.17,long,10442.272112668437,-6.424640921354197e-05,False,0,2,2025-02
entry,2025-02-09 04:52:00,97302.34,long,10442.272112668437,0.0,False,0,3,2025-02
exit,2025-02-09 04:54:00,97214.03,long,10432.794878613535,-0.0009075835175186286,False,0,4,2025-02
entry,2025-02-09 08:00:00,97200.05,long,10432.794878613535,0.0,False,0,5,2025-02
exit,2025-02-09 08:02:00,97146.32,long,10427.027864411095,-0.0005527774934271923,False,0,6,2025-02
entry,2025-02-09 20:28:00,96573.96,long,10427.027864411095,0.0,False,0,7,2025-02
